,ID,hourtime,daytime,new_date,new_days,new_months,new_years,Type,real_fatal
1428,2004.07.27.b,17,Sunset,2004.07.27,27,Jul,2004,Unprovoked,NO
1429,2004.07.27.a,16,Afternoon,2004.07.27,27,Jul,2004,Unprovoked,NO
1430,2004.07.25,19,Sunset,2004.07.25,25,Jul,2004,Unprovoked,NO
1431,2004.07.19.R,NoDoc,NotDoc,2004.07.19,19,Jul,2004,Boat,NO
1432,2004.07.15,NoDoc,NotDoc,2004.07.15,15,Jul,2004,Unprovoked,NO
1433,2004.07.10,14,Afternoon,2004.07.10,10,Jul,2004,Unprovoked,YES
1434,2004.07.02.b,NoDoc,NotDoc,2004.07.02,02,Jul,2004,Unprovoked,NO
1435,2004.07.02.a,16,Afternoon,2004.07.02,02,Jul,2004,Unprovoked,NO
1436,2004.06.26.b,09,Morning,2004.06.26,26,Jun,2004,Unprovoked,NO
1437,2004.06.26.a,NoDoc,NotDoc,2004.06.26,26,Jun,2004,Invalid,NO
1438,2004.06.14,NoDoc,NotDoc,2004.06.14,14,Jun,2004,Unprovoked,NO
1439,2004.06.10.b,NoDoc,Afternoon,2004.06.10,10,Jun,2004,Unprovoked,NO
1440,2004.06.10.a,18,Sunset,2004.06.10,10,Jun,2004,Unprovoked,NO
1441,2004.06.02,15,Afternoon,2004.06.02,02,Jun,2004,Unprovoked,YES
1442,2004.05.29,19,Sunset,2004.05.29,29,May,2004,Unprovoked,NO
1443,2004.05.23.b,14,Afternoon,2004.05.23,23,May,2004,Unprovoked,NO
1444,2004.05.28,11,Morning,2004.05.28,28,May,2004,Unprovoked,NO
1445,2004.05.23.a,12,Afternoon,2004.05.23,23,May,2004,Unprovoked,NO
1446,2004.05.22.c,NoDoc,NotDoc,2004.05.22,22,May,2004,Invalid,NO
1447,2004.05.22.b,NoDoc,Afternoon,2004.05.22,22,May,2004,Unprovoked,NO
1448,2004.05.22.a,16,Afternoon,2004.05.22,22,May,2004,Unprovoked,NO
1449,2004.05.18,15,Afternoon,2004.05.18,18,May,2004,Provoked,NO
1450,2004.05.04,16,Afternoon,2004.05.04,04,May,2004,Unprovoked,NO
1451,2004.05.01,NoDoc,Afternoon,2004.05.01,01,May,2004,Unprovoked,YES
1452,2004.04.26,NoDoc,Morning,2004.04.26,26,Abr,2004,Unprovoked,NO
1453,2004.04.22,NoDoc,NotDoc,2004.04.22,22,Abr,2004,Boat,NO
1454,2004.04.13.b,NoDoc,NotDoc,2004.04.13,13,Abr,2004,Unprovoked,YES
1455,2004.04.13.a,NoDoc,NotDoc,2004.04.13,13,Abr,2004,Invalid,YES
1456,2004.04.07,07,Morning,2004.04.07,07,Abr,2004,Unprovoked,YES
1457,2004.04.05,14,Afternoon,2004.04.05,05,Abr,2004,Unprovoked,NO
1458,2004.04.04,NoDoc,NotDoc,2004.04.04,04,Abr,2004,Invalid,YES
1459,2004.03.31.b,NoDoc,NotDoc,2004.03.31,31,Mar,2004,Unprovoked,NO
1460,2004.03.31.a,09,Morning,2004.03.31,31,Mar,2004,Unprovoked,NO
1461,2004.03.29,07,Morning,2004.03.29,29,Mar,2004,Unprovoked,NO
1462,2004.03.28,15,Afternoon,2004.03.28,28,Mar,2004,Unprovoked,NO
1463,2004.03.27.b,17,Sunset,2004.03.27,27,Mar,2004,Unprovoked,NO
1464,2004.03.27.a,08,Morning,2004.03.27,27,Mar,2004,Unprovoked,NO
1465,2004.03.24,10,Morning,2004.03.24,24,Mar,2004,Unprovoked,NO
1466,2004.03.22,12,Afternoon,2004.03.22,22,Mar,2004,Unprovoked,NO
1467,2004.03.16,07,Morning,2004.03.16,16,Mar,2004,Unprovoked,NO
1468,2004.03.06,NoDoc,NotDoc,2004.03.06,06,Mar,2004,Unprovoked,NO
1469,2004.02.29,15,Afternoon,2004.02.29,29,Feb,2004,Unprovoked,YES
1470,2004.02.26,19,Sunset,2004.02.26,26,Feb,2004,Unprovoked,NO
1471,2004.02.21,NoDoc,NotDoc,2004.02.21,21,Feb,2004,Unprovoked,NO
1472,2004.02.16,11,Morning,2004.02.16,16,Feb,2004,Invalid,NO
1473,2004.02.14,NoDoc,NotDoc,2004.02.14,14,Feb,2004,Unprovoked,YES
1474,2004.02.11,NoDoc,NotDoc,2004.02.11,11,Feb,2004,Unprovoked,NO
1475,2004.01.25,11,Morning,2004.01.25,25,Ene,2004,Unprovoked,NO
1476,2004.01.23,NoDoc,NotDoc,2004.01.23,23,Ene,2004,Unprovoked,NO
1477,2004.01.22,NoDoc,NotDoc,2004.01.22,22,Ene,2004,Invalid,NO
1478,2004.01.21.b,14,Afternoon,2004.01.21,21,Ene,2004,Unprovoked,NO
1479,2004.01.21.a,11,Morning,2004.01.21,21,Ene,2004,Unprovoked,NO
1480,2004.01.15.R,NoDoc,NotDoc,2004.01.15,15,Ene,2004,Boat,NO
1481,2004.01.12,NoDoc,Morning,2004.01.12,12,Ene,2004,Unprovoked,NO
1482,2004.01.07,NoDoc,NotDoc,2004.01.07,07,Ene,2004,Unprovoked,NO
1483,2004.01.03.b,NoDoc,Afternoon,2004.01.03,03,Ene,2004,Invalid,NO
1484,2004.01.03.a,03,Night,2004.01.03,03,Ene,2004,Sea Disaster,YES
1485,2004.00.00,NoDoc,Morning,2004.00.00,NotDoc,NotDoc,2004,Unprovoked,NO
1486,2003.12.31,NoDoc,NotDoc,2003.12.31,31,Dic,2003,Boat,NO
1487,2003.12.26,NoDoc,NotDoc,2003.12.26,26,Dic,2003,Invalid,NO
1488,2003.12.13.b,13,Afternoon,2003.12.13,13,Dic,2003,Unprovoked,NO
1489,2003.12.13.a,NoDoc,Night,2003.12.13,13,Dic,2003,Unprovoked,YES
1490,2003.12.08,09,Morning,2003.12.08,08,Dic,2003,Unprovoked,NO
1491,2003.11.30.b,11,Morning,2003.11.30,30,Nov,2003,Unprovoked,NO
1492,2003.11.30.a,11,Morning,2003.11.30,30,Nov,2003,Unprovoked,NO
1493,2003.11.27,08,Morning,2003.11.27,27,Nov,2003,Unprovoked,YES
1494,2003.11.22,15,Afternoon,2003.11.22,22,Nov,2003,Unprovoked,NO
1495,2003.11.12.b,NoDoc,NotDoc,2003.11.12,12,Nov,2003,Unprovoked,NO
1496,2003.11.12.a,NoDoc,NotDoc,2003.11.12,12,Nov,2003,Unprovoked,NO
1497,2003.11.06.b,NoDoc,NotDoc,2003.11.06,06,Nov,2003,Unprovoked,NO
1498,2003.11.06.a,NoDoc,NotDoc,2003.11.06,06,Nov,2003,Unprovoked,NO
1499,2003.11.01,NoDoc,Sunset,2003.11.01,01,Nov,2003,Unprovoked,NO
1500,2003.11.00,NoDoc,NotDoc,2003.11.00,NotDoc,Nov,2003,Provoked,NO
1501,2003.10.31.c,15,Afternoon,2003.10.31,31,Oct,2003,Unprovoked,NO
1502,2003.10.31.b,17,Sunset,2003.10.31,31,Oct,2003,Unprovoked,NO
1503,2003.10.31.a,07,Morning,2003.10.31,31,Oct,2003,Unprovoked,NO
1504,2003.10.27,12,Afternoon,2003.10.27,27,Oct,2003,Unprovoked,NO
1505,2003.10.24,12,Afternoon,2003.10.24,24,Oct,2003,Invalid,NO
1506,2003.10.14,NoDoc,FailDoc,2003.10.14,14,Oct,2003,Unprovoked,NO
1507,2003.10.06,NoDoc,FailDoc,2003.10.06,06,Oct,2003,Invalid,YES
1508,2003.10.05.e,15,Afternoon,2003.10.05,05,Oct,2003,Unprovoked,NO
1509,2003.10.05.d,14,Afternoon,2003.10.05,05,Oct,2003,Unprovoked,NO
1510,2003.10.05.c,14,Afternoon,2003.10.05,05,Oct,2003,Provoked,NO
1511,2003.10.05.b,12,Afternoon,2003.10.05,05,Oct,2003,Unprovoked,NO
1512,2003.10.05.a,12,Afternoon,2003.10.05,05,Oct,2003,Unprovoked,NO
1513,2003.09.29,NoDoc,Night,2003.09.29,29,Sep,2003,Unprovoked,YES
1514,2003.09.28,07,Morning,2003.09.28,28,Sep,2003,Unprovoked,NO
1515,2003.09.21,11,Morning,2003.09.21,21,Sep,2003,Unprovoked,NO
1516,2003.09.19,16,Afternoon,2003.09.19,19,Sep,2003,Unprovoked,NO
1517,2003.09.17,14,Afternoon,2003.09.17,17,Sep,2003,Unprovoked,NO
1518,2003.09.14.c,16,Afternoon,2003.09.14,14,Sep,2003,Unprovoked,NO
1519,2003.09.14.b,09,Morning,2003.09.14,14,Sep,2003,Boat,NO
1520,2003.09.14.a,13,Afternoon,2003.09.14,14,Sep,2003,Invalid,NO
1521,2003.09.13.b,17,Sunset,2003.09.13,13,Sep,2003,Unprovoked,NO
1522,2003.09.13.a,NoDoc,Afternoon,2003.09.13,13,Sep,2003,Unprovoked,NO
1523,2003.09.12,14,Afternoon,2003.09.12,12,Sep,2003,Unprovoked,YES
1524,2003.09.00,NoDoc,NotDoc,2003.09.00,NotDoc,Sep,2003,Unprovoked,NO
