,ID,hourtime,daytime,new_date,new_days,new_months,new_years,Type,real_fatal
3397,1965.05.29,12,Afternoon,1965.05.29,29,May,1965,Unprovoked,YES
3398,1965.05.28,NoDoc,NotDoc,1965.05.28,28,May,1965,Unprovoked,YES
3399,1965.05.00.c,NoDoc,NotDoc,1965.05.00,NotDoc,May,1965,Unprovoked,NO
3400,1965.05.00.b,NoDoc,NotDoc,1965.05.00,NotDoc,May,1965,Unprovoked,NO
3401,1965.05.00.a,NoDoc,NotDoc,1965.05.00,NotDoc,May,1965,Unprovoked,NO
3402,1965.04.29,15,Afternoon,1965.04.29,29,Abr,1965,Unprovoked,NO
3403,1965.04.25,16,Afternoon,1965.04.25,25,Abr,1965,Invalid,YES
3404,1965.04.10,11,Morning,1965.04.10,10,Abr,1965,Unprovoked,NO
3405,1965.04.04.b,15,Afternoon,1965.04.04,04,Abr,1965,Unprovoked,NO
3406,1965.04.04.a,07,Morning,1965.04.04,04,Abr,1965,Unprovoked,NO
3407,1965.03.23,11,Morning,1965.03.23,23,Mar,1965,Invalid,NO
3408,1965.03.14,13,Afternoon,1965.03.14,14,Mar,1965,Unprovoked,NO
3409,1965.02.14,15,Afternoon,1965.02.14,14,Feb,1965,Unprovoked,NO
3410,1965.02.04,14,Afternoon,1965.02.04,04,Feb,1965,Unprovoked,NO
3411,1965.01.25,NoDoc,NotDoc,1965.01.25,25,Ene,1965,Invalid,YES
3412,1965.01.23,13,Afternoon,1965.01.23,23,Ene,1965,Unprovoked,NO
3413,1965.01.16,16,Afternoon,1965.01.16,16,Ene,1965,Unprovoked,NO
3414,1965.01.10,NoDoc,NotDoc,1965.01.10,10,Ene,1965,Unprovoked,NO
3415,1965.01.09,NoDoc,NotDoc,1965.01.09,09,Ene,1965,Unprovoked,YES
3416,1965.00.00.g,NoDoc,NotDoc,1965.00.00,NotDoc,NotDoc,1965,Unprovoked,NO
3417,1965.00.00.f,NoDoc,NotDoc,1965.00.00,NotDoc,NotDoc,1965,Provoked,NO
3418,1965.00.00.e,NoDoc,NotDoc,1965.00.00,NotDoc,NotDoc,1965,Provoked,NO
3419,1965.00.00.d,NoDoc,NotDoc,1965.00.00,NotDoc,NotDoc,1965,Unprovoked,NO
3420,1965.00.00.c,NoDoc,NotDoc,1965.00.00,NotDoc,NotDoc,1965,Unprovoked,NO
3421,1965.00.00.b,NoDoc,NotDoc,1965.00.00,NotDoc,NotDoc,1965,Unprovoked,YES
3422,1965.00.00.a,NoDoc,NotDoc,1965.00.00,NotDoc,NotDoc,1965,Invalid,UNKNOWN
3423,1964.12.25,17,Sunset,1964.12.25,25,Dic,1964,Unprovoked,NO
3424,1964.12.10.b,NoDoc,NotDoc,1964.12.10,10,Dic,1964,Unprovoked,NO
3425,1964.12.10.a,10,Morning,1964.12.10,10,Dic,1964,Boat,NO
3426,1964.12.09,NoDoc,Afternoon,1964.12.09,09,Dic,1964,Unprovoked,NO
3427,1964.12.06,NoDoc,NotDoc,1964.12.06,06,Dic,1964,Unprovoked,YES
3428,1964.11.29,14,Afternoon,1964.11.29,29,Nov,1964,Unprovoked,NO
3429,1964.11.18,13,Afternoon,1964.11.18,18,Nov,1964,Unprovoked,YES
3430,1964.11.13,NoDoc,NotDoc,1964.11.13,13,Nov,1964,Provoked,NO
3431,1964.11.05,18,Sunset,1964.11.05,05,Nov,1964,Boat,NO
3432,1964.10.31,NoDoc,NotDoc,1964.10.31,31,Oct,1964,Provoked,NO
3433,1964.10.25,NoDoc,Night,1964.10.25,25,Oct,1964,Invalid,NO
3434,1964.10.04,09,Morning,1964.10.04,04,Oct,1964,Unprovoked,NO
3435,1964.09.27,11,Morning,1964.09.27,27,Sep,1964,Invalid,UNKNOWN
3436,1964.09.20,14,Afternoon,1964.09.20,20,Sep,1964,Unprovoked,YES
3437,1964.09.07,13,Afternoon,1964.09.07,07,Sep,1964,Unprovoked,NO
3438,1964.08.26,14,Afternoon,1964.08.26,26,Ago,1964,Unprovoked,NO
3439,1964.08.23,14,Afternoon,1964.08.23,23,Ago,1964,Unprovoked,NO
3440,1964.08.22,11,Morning,1964.08.22,22,Ago,1964,Invalid,NO
3441,1964.08.21,11,Morning,1964.08.21,21,Ago,1964,Unprovoked,NO
3442,1964.08.08,12,Afternoon,1964.08.08,08,Ago,1964,Unprovoked,NO
3443,1964.08.03,NoDoc,NotDoc,1964.08.03,03,Ago,1964,Unprovoked,NO
3444,1964.08.00,NoDoc,NotDoc,1964.08.00,NotDoc,Ago,1964,Unprovoked,NO
3445,1964.07.27,11,Morning,1964.07.27,27,Jul,1964,Provoked,NO
3446,1964.07.16,NoDoc,NotDoc,1964.07.16,16,Jul,1964,Unprovoked,NO
3447,1964.07.15,NoDoc,NotDoc,1964.07.15,15,Jul,1964,Invalid,NO
3448,1964.07.08.b,NoDoc,NotDoc,1964.07.08,08,Jul,1964,Invalid,YES
3449,1964.07.08.a,NoDoc,NotDoc,1964.07.08,08,Jul,1964,Provoked,NO
3450,1964.07.00.b,NoDoc,NotDoc,1964.07.00,NotDoc,Jul,1964,Unprovoked,YES
3451,1964.07.00.a,NoDoc,NotDoc,1964.07.00,NotDoc,Jul,1964,Boat,NO
3452,1964.06.29.a,NoDoc,NotDoc,1964.06.29,29,Jun,1964,Sea Disaster,YES
3453,1964.06.28,NoDoc,Night,1964.06.28,28,Jun,1964,Invalid,YES
3454,1964.06.24,NoDoc,NotDoc,1964.06.24,24,Jun,1964,Boat,NO
3455,1964.06.17,NoDoc,NotDoc,1964.06.17,17,Jun,1964,Boat,NO
3456,1964.06.23,NoDoc,NotDoc,1964.06.23,23,Jun,1964,Unprovoked,NO
3457,1964.06.02,17,Sunset,1964.06.02,02,Jun,1964,Invalid,YES
3458,1964.05.30,NoDoc,NotDoc,1964.05.30,30,May,1964,Unprovoked,NO
3459,1964.05.08,11,Morning,1964.05.08,08,May,1964,Unprovoked,YES
3460,1964.05.00,NoDoc,NotDoc,1964.05.00,NotDoc,May,1964,Unprovoked,YES
3461,1964.04.07,NoDoc,NotDoc,1964.04.07,07,Abr,1964,Unprovoked,YES
3462,1964.03.28.b,NoDoc,NotDoc,1964.03.28,28,Mar,1964,Unprovoked,NO
3463,1964.03.28.a,NoDoc,Night,1964.03.28,28,Mar,1964,Sea Disaster,YES
3464,1964.03.05,16,Afternoon,1964.03.05,05,Mar,1964,Unprovoked,NO
3465,1964.03.00,NoDoc,NotDoc,1964.03.00,NotDoc,Mar,1964,Unprovoked,NO
3466,1964.02.17.R,NoDoc,NotDoc,1964.02.17,17,Feb,1964,Provoked,NO
3467,1964.02.14.b,NoDoc,NotDoc,1964.02.14,14,Feb,1964,Unprovoked,YES
3468,1964.02.14.a,10,Morning,1964.02.14,14,Feb,1964,Unprovoked,YES
3469,1964.02.11,12,Afternoon,1964.02.11,11,Feb,1964,Unprovoked,NO
3470,1964.02.10,18,Sunset,1964.02.10,10,Feb,1964,Unprovoked,NO
3471,1964.02.08,08,Morning,1964.02.08,08,Feb,1964,Unprovoked,NO
3472,1964.02.05.b,NoDoc,NotDoc,1964.02.05,05,Feb,1964,Unprovoked,NO
3473,1964.02.05.a,06,Morning,1964.02.05,05,Feb,1964,Unprovoked,YES
3474,1964.02.02,09,Morning,1964.02.02,02,Feb,1964,Invalid,YES
3475,1964.02.01,12,Afternoon,1964.02.01,01,Feb,1964,Boat,NO
3476,1964.02.00.b,NoDoc,NotDoc,1964.02.00,NotDoc,Feb,1964,Unprovoked,NO
3477,1964.02.00.a,NoDoc,NotDoc,1964.02.00,NotDoc,Feb,1964,Unprovoked,YES
3478,1964.01.27,NoDoc,NotDoc,1964.01.27,27,Ene,1964,Unprovoked,YES
3479,1964.01.23,16,Afternoon,1964.01.23,23,Ene,1964,Unprovoked,NO
3480,1964.01.22,11,Morning,1964.01.22,22,Ene,1964,Unprovoked,NO
3481,1964.01.21,11,Morning,1964.01.21,21,Ene,1964,Boat,NO
3482,1964.01.18,NoDoc,NotDoc,1964.01.18,18,Ene,1964,Unprovoked,NO
3483,1964.01.11,12,Afternoon,1964.01.11,11,Ene,1964,Unprovoked,NO
3484,1964.01.06.R,NoDoc,NotDoc,1964.01.06,06,Ene,1964,Unprovoked,YES
3485,1964.01.04,15,Afternoon,1964.01.04,04,Ene,1964,Unprovoked,NO
3486,1964.01.01.b,NoDoc,NotDoc,1964.01.01,01,Ene,1964,Unprovoked,UNKNOWN
3487,1964.01.01.a,19,Sunset,1964.01.01,01,Ene,1964,Unprovoked,NO
3488,1964.01.00,07,Morning,1964.01.00,NotDoc,Ene,1964,Invalid,NO
3489,1963.12.29,14,Afternoon,1963.12.29,29,Dic,1963,Unprovoked,NO
3490,1963.12.26.b,15,Afternoon,1963.12.26,26,Dic,1963,Unprovoked,NO
3491,1963.12.26.a,NoDoc,Sunset,1963.12.26,26,Dic,1963,Unprovoked,NO
3492,1963.12.25,15,Afternoon,1963.12.25,25,Dic,1963,Unprovoked,YES
3493,1963.12.22.b,NoDoc,NotDoc,1963.12.22,22,Dic,1963,Invalid,NO
3494,1963.12.22.a,18,Sunset,1963.12.22,22,Dic,1963,Provoked,NO
3495,1963.12.21,NoDoc,NotDoc,1963.12.21,21,Dic,1963,Provoked,NO
3496,1963.12.20.b,12,Afternoon,1963.12.20,20,Dic,1963,Unprovoked,NO
3497,1963.12.20.a,12,Afternoon,1963.12.20,20,Dic,1963,Unprovoked,YES
3498,1963.12.08,12,Afternoon,1963.12.08,08,Dic,1963,Unprovoked,NO
3499,1963.12.04.R,NoDoc,NotDoc,1963.12.04,04,Dic,1963,Unprovoked,YES
3500,1963.11.30.b,13,Afternoon,1963.11.30,30,Nov,1963,Unprovoked,NO
3501,1963.11.30.a,14,Afternoon,1963.11.30,30,Nov,1963,Provoked,NO
3502,1963.11.28,11,Morning,1963.11.28,28,Nov,1963,Unprovoked,NO
3503,1963.11.25,14,Afternoon,1963.11.25,25,Nov,1963,Unprovoked,NO
3504,1963.11.16.R,NoDoc,NotDoc,1963.11.16,16,Nov,1963,Unprovoked,NO
3505,1963.11.14,NoDoc,NotDoc,1963.11.14,14,Nov,1963,Provoked,NO
3506,1963.11.12,11,Morning,1963.11.12,12,Nov,1963,Provoked,NO
3507,1963.11.05.R,NoDoc,NotDoc,1963.11.05,05,Nov,1963,Unprovoked,NO
3508,1963.11.04,03,Night,1963.11.04,04,Nov,1963,Unprovoked,NO
3509,1963.10.16,17,Sunset,1963.10.16,16,Oct,1963,Unprovoked,NO
3510,1963.10.15,NoDoc,NotDoc,1963.10.15,15,Oct,1963,Provoked,NO
3511,1963.09.29,11,Morning,1963.09.29,29,Sep,1963,Unprovoked,YES
3512,1963.09.26,NoDoc,NotDoc,1963.09.26,26,Sep,1963,Invalid,YES
3513,1963.09.22,13,Afternoon,1963.09.22,22,Sep,1963,Unprovoked,YES
3514,1963.09.13,09,Morning,1963.09.13,13,Sep,1963,Provoked,NO
3515,1963.09.10,13,Afternoon,1963.09.10,10,Sep,1963,Provoked,NO
3516,1963.08.00,NoDoc,NotDoc,1963.08.00,NotDoc,Ago,1963,Unprovoked,YES
3517,1963.07.28,08,Morning,1963.07.28,28,Jul,1963,Unprovoked,NO
3518,1963.07.15,NoDoc,Afternoon,1963.07.15,15,Jul,1963,Unprovoked,NO
3519,1963.07.11,NoDoc,NotDoc,1963.07.11,11,Jul,1963,Provoked,NO
3520,1963.07.10.R,NoDoc,NotDoc,1963.07.10,10,Jul,1963,Sea Disaster,YES
3521,1963.07.00,NoDoc,NotDoc,1963.07.00,NotDoc,Jul,1963,Unprovoked,YES
3522,1963.06.01.b,16,Afternoon,1963.06.01,01,Jun,1963,Unprovoked,YES
3523,1963.06.01.a,NoDoc,Morning,1963.06.01,01,Jun,1963,Provoked,NO
3524,1963.05.18,NoDoc,NotDoc,1963.05.18,18,May,1963,Invalid,NO
3525,1963.05.14,NoDoc,NotDoc,1963.05.14,14,May,1963,Sea Disaster,YES
3526,1963.04.22,NoDoc,NotDoc,1963.04.22,22,Abr,1963,Provoked,NO
3527,1963.04.20,13,Afternoon,1963.04.20,20,Abr,1963,Unprovoked,YES
3528,1963.04.17,12,Afternoon,1963.04.17,17,Abr,1963,Unprovoked,NO
3529,1963.04.13,NoDoc,NotDoc,1963.04.13,13,Abr,1963,Unprovoked,NO
3530,1963.04.12,14,Afternoon,1963.04.12,12,Abr,1963,Unprovoked,NO
3531,1963.04.08,NoDoc,NotDoc,1963.04.08,08,Abr,1963,Invalid,YES
3532,1963.03.30,NoDoc,Night,1963.03.30,30,Mar,1963,Sea Disaster,YES
3533,1963.02.27,11,Morning,1963.02.27,27,Feb,1963,Unprovoked,NO
3534,1963.02.24,NoDoc,Afternoon,1963.02.24,24,Feb,1963,Unprovoked,NO
3535,1963.02.08,10,Morning,1963.02.08,08,Feb,1963,Unprovoked,NO
3536,1963.02.06,NoDoc,NotDoc,1963.02.06,06,Feb,1963,Unprovoked,NO
3537,1963.02.04,NoDoc,NotDoc,1963.02.04,04,Feb,1963,Invalid,YES
3538,1963.01.30,NoDoc,NotDoc,1963.01.30,30,Ene,1963,Unprovoked,NO
3539,1963.01.28,13,Afternoon,1963.01.28,28,Ene,1963,Unprovoked,YES
3540,1963.01.26,16,Afternoon,1963.01.26,26,Ene,1963,Invalid,YES
3541,1963.01.22,NoDoc,NotDoc,1963.01.22,22,Ene,1963,Boat,NO
3542,1963.01.14,NoDoc,Afternoon,1963.01.14,14,Ene,1963,Provoked,NO
3543,1963.01.12,NoDoc,NotDoc,1963.01.12,12,Ene,1963,Provoked,NO
3544,1963.01.11,12,Afternoon,1963.01.11,11,Ene,1963,Unprovoked,NO
3545,1963.01.06,16,Afternoon,1963.01.06,06,Ene,1963,Unprovoked,NO
3546,1963.01.04,NoDoc,NotDoc,1963.01.04,04,Ene,1963,Provoked,NO
3547,1963.01.00,NoDoc,NotDoc,1963.01.00,NotDoc,Ene,1963,Boat,NO
3548,1963.00.00.b,NoDoc,NotDoc,1963.00.00,NotDoc,NotDoc,1963,Unprovoked,UNKNOWN
3549,1963.00.00.a,NoDoc,NotDoc,1963.00.00,NotDoc,NotDoc,1963,Unprovoked,YES
3550,1962.12.30,10,Morning,1962.12.30,30,Dic,1962,Provoked,NO
3551,1962.12.09,14,Afternoon,1962.12.09,09,Dic,1962,Unprovoked,YES
3552,1962.12.00,NoDoc,NotDoc,1962.12.00,NotDoc,Dic,1962,Boat,NO
3553,1962.11.29,NoDoc,NotDoc,1962.11.29,29,Nov,1962,Unprovoked,NO
3554,1962.11.25,NoDoc,NotDoc,1962.11.25,25,Nov,1962,Invalid,YES
3555,1962.11.11,12,Afternoon,1962.11.11,11,Nov,1962,Unprovoked,NO
3556,1962.11.10,NoDoc,NotDoc,1962.11.10,10,Nov,1962,Boat,NO
3557,1962.11.00,06,Morning,1962.11.00,NotDoc,Nov,1962,Sea Disaster,NO
3558,1962.10.28,15,Afternoon,1962.10.28,28,Oct,1962,Unprovoked,NO
3559,1962.10.25,08,Morning,1962.10.25,25,Oct,1962,Unprovoked,YES
3560,1962.10.15,NoDoc,NotDoc,1962.10.15,15,Oct,1962,Unprovoked,NO
3561,1962.10.14,NoDoc,NotDoc,1962.10.14,14,Oct,1962,Boat,NO
3562,1962.10.06,NoDoc,NotDoc,1962.10.06,06,Oct,1962,Invalid,NO
3563,1962.10.00,NoDoc,NotDoc,1962.10.00,NotDoc,Oct,1962,Unprovoked,YES
3564,1962.09.30,14,Afternoon,1962.09.30,30,Sep,1962,Unprovoked,NO
3565,1962.09.22,15,Afternoon,1962.09.22,22,Sep,1962,Unprovoked,NO
3566,1962.09.13,NoDoc,NotDoc,1962.09.13,13,Sep,1962,Unprovoked,YES
3567,1962.09.02,10,Morning,1962.09.02,02,Sep,1962,Unprovoked,YES
3568,1962.08.31.R,NoDoc,NotDoc,1962.08.31,31,Ago,1962,Provoked,UNKNOWN
3569,"1962,08.30.b",NoDoc,NotDoc,NotDoc,NotDoc,NotDoc,NotDoc,Boat,NO
3570,1962.08.30.a,NoDoc,Morning,1962.08.30,30,Ago,1962,Provoked,NO
3571,1962.08.29,08,Morning,1962.08.29,29,Ago,1962,Provoked,NO
3572,1962.08.26,NoDoc,NotDoc,1962.08.26,26,Ago,1962,Boat,NO
3573,1962.08.23,12,Afternoon,1962.08.23,23,Ago,1962,Boat,NO
3574,1962.08.19,15,Afternoon,1962.08.19,19,Ago,1962,Unprovoked,YES
3575,1962.08.12,14,Afternoon,1962.08.12,12,Ago,1962,Unprovoked,NO
3576,1962.08.01,17,Sunset,1962.08.01,01,Ago,1962,Unprovoked,YES
3577,1962.08.00.b,NoDoc,NotDoc,1962.08.00,NotDoc,Ago,1962,Unprovoked,NO
3578,1962.08.00.a,NoDoc,NotDoc,1962.08.00,NotDoc,Ago,1962,Unprovoked,NO
3579,1962.07.28,NoDoc,NotDoc,1962.07.28,28,Jul,1962,Unprovoked,NO
3580,1962.07.20,NoDoc,Morning,1962.07.20,20,Jul,1962,Provoked,NO
3581,1962.07.19,16,Afternoon,1962.07.19,19,Jul,1962,Provoked,NO
3582,1962.07.10,17,Sunset,1962.07.10,10,Jul,1962,Unprovoked,NO
3583,1962.07.07,14,Afternoon,1962.07.07,07,Jul,1962,Unprovoked,NO
3584,1962.07.03.R,NoDoc,NotDoc,1962.07.03,03,Jul,1962,Invalid,NO
3585,1962.06.25,NoDoc,NotDoc,1962.06.25,25,Jun,1962,Invalid,YES
3586,1962.06.21,21,Night,1962.06.21,21,Jun,1962,Boat,NO
3587,1962.06.17,11,Morning,1962.06.17,17,Jun,1962,Unprovoked,NO
3588,1962.06.11.b,NoDoc,Night,1962.06.11,11,Jun,1962,Unprovoked,NO
3589,1962.06.11.b,NoDoc,Night,1962.06.11,11,Jun,1962,Unprovoked,YES
3590,1962.06.11.a,NoDoc,Night,1962.06.11,11,Jun,1962,Unprovoked,YES
3591,1962.06.10.b,NoDoc,Morning,1962.06.10,10,Jun,1962,Unprovoked,YES
3592,1962.06.10.a,16,Afternoon,1962.06.10,10,Jun,1962,Unprovoked,NO
3593,1962.06.07,07,Morning,1962.06.07,07,Jun,1962,Boat,NO
3594,1962.06.04,13,Afternoon,1962.06.04,04,Jun,1962,Provoked,NO
3595,1962.06.03,12,Afternoon,1962.06.03,03,Jun,1962,Unprovoked,NO
3596,1962.05.29,NoDoc,NotDoc,1962.05.29,29,May,1962,Unprovoked,NO
3597,1962.05.12,03,Night,1962.05.12,12,May,1962,Sea Disaster,YES
3598,1962.05.00.R,NoDoc,NotDoc,1962.05.00,NotDoc,May,1962,Boat,NO
3599,1962.04.20,NoDoc,NotDoc,1962.04.20,20,Abr,1962,Provoked,NO
3600,1962.04.09,10,Morning,1962.04.09,09,Abr,1962,Unprovoked,NO
3601,1962.04.07,11,Morning,1962.04.07,07,Abr,1962,Unprovoked,NO
3602,1962.04.05,NoDoc,NotDoc,1962.04.05,05,Abr,1962,Provoked,NO
3603,1962.03.25.b,NoDoc,NotDoc,1962.03.25,25,Mar,1962,Provoked,NO
3604,1962.03.25.a,NoDoc,NotDoc,1962.03.25,25,Mar,1962,Boat,NO
3605,1962.03.24,NoDoc,Afternoon,1962.03.24,24,Mar,1962,Unprovoked,YES
3606,1962.02.23,NoDoc,NotDoc,1962.02.23,23,Feb,1962,Unprovoked,NO
3607,1962.02.18,NoDoc,NotDoc,1962.02.18,18,Feb,1962,Provoked,NO
3608,1962.02.15,NoDoc,FailDoc,1962.02.15,15,Feb,1962,Unprovoked,NO
3609,1962.02.07,09,Morning,1962.02.07,07,Feb,1962,Unprovoked,YES
3610,1962.02.05,16,Afternoon,1962.02.05,05,Feb,1962,Unprovoked,YES
3611,1962.02.04,14,Afternoon,1962.02.04,04,Feb,1962,Unprovoked,NO
3612,1962.02.02,NoDoc,NotDoc,1962.02.02,02,Feb,1962,Boat,UNKNOWN
3613,1962.02.00,NoDoc,NotDoc,1962.02.00,NotDoc,Feb,1962,Unprovoked,YES
3614,1962.01.27,16,Afternoon,1962.01.27,27,Ene,1962,Unprovoked,NO
3615,1962.01.26,NoDoc,NotDoc,1962.01.26,26,Ene,1962,Unprovoked,UNKNOWN
3616,1962.01.21,NoDoc,NotDoc,1962.01.21,21,Ene,1962,Provoked,NO
3617,1962.01.18,13,Afternoon,1962.01.18,18,Ene,1962,Invalid,YES
3618,1962.01.16,NoDoc,NotDoc,1962.01.16,16,Ene,1962,Provoked,NO
3619,1962.01.15,12,Afternoon,1962.01.15,15,Ene,1962,Unprovoked,NO
3620,1962.01.14.c,10,Morning,1962.01.14,14,Ene,1962,Unprovoked,NO
3621,1962.01.14.b,NoDoc,NotDoc,1962.01.14,14,Ene,1962,Provoked,NO
3622,1962.01.14.a,13,Afternoon,1962.01.14,14,Ene,1962,Unprovoked,NO
3623,1962.01.11.c,NoDoc,NotDoc,1962.01.11,11,Ene,1962,Boat,NO
3624,1962.01.11.b,12,Afternoon,1962.01.11,11,Ene,1962,Unprovoked,NO
3625,1962.01.11.a,18,Sunset,1962.01.11,11,Ene,1962,Unprovoked,NO
3626,1962.01.10,NoDoc,NotDoc,1962.01.10,10,Ene,1962,Boat,NO
3627,1962.01.08,NoDoc,NotDoc,1962.01.08,08,Ene,1962,Invalid,YES
3628,1962.01.07.b,NoDoc,NotDoc,1962.01.07,07,Ene,1962,Provoked,NO
3629,1962.01.07.a,NoDoc,NotDoc,1962.01.07,07,Ene,1962,Unprovoked,NO
3630,1962.01.06,NoDoc,NotDoc,1962.01.06,06,Ene,1962,Boat,NO
3631,1962.01.02,NoDoc,NotDoc,1962.01.02,02,Ene,1962,Provoked,NO
3632,1962.01.01,13,Afternoon,1962.01.01,01,Ene,1962,Unprovoked,NO
3633,1962.00.00.c,NoDoc,NotDoc,1962.00.00,NotDoc,NotDoc,1962,Unprovoked,NO
3634,1962.00.00.b,NoDoc,NotDoc,1962.00.00,NotDoc,NotDoc,1962,Unprovoked,YES
3635,1962.00.00.a,NoDoc,NotDoc,1962.00.00,NotDoc,NotDoc,1962,Unprovoked,NO
3636,1961.12.28.c,16,Afternoon,1961.12.28,28,Dic,1961,Unprovoked,YES
3637,1961.12.28.b,16,Afternoon,1961.12.28,28,Dic,1961,Unprovoked,NO
3638,1961.12.28.a,16,Afternoon,1961.12.28,28,Dic,1961,Unprovoked,NO
3639,1961.12.27,07,Morning,1961.12.27,27,Dic,1961,Provoked,NO
3640,1961.12.19,NoDoc,NotDoc,1961.12.19,19,Dic,1961,Boat,NO
3641,1961.12.18.b,16,Afternoon,1961.12.18,18,Dic,1961,Unprovoked,NO
3642,1961.12.18.a,06,Morning,1961.12.18,18,Dic,1961,Unprovoked,YES
3643,1961.12.13,14,Afternoon,1961.12.13,13,Dic,1961,Unprovoked,NO
3644,1961.11.14,NoDoc,NotDoc,1961.11.14,14,Nov,1961,Invalid,YES
3645,1961.10.27,NoDoc,NotDoc,1961.10.27,27,Oct,1961,Unprovoked,NO
3646,1961.10.09,NoDoc,NotDoc,1961.10.09,09,Oct,1961,Invalid,YES
3647,1961.10.00.b,NoDoc,NotDoc,1961.10.00,NotDoc,Oct,1961,Boat,NO
3648,1961.10.00.a,NoDoc,NotDoc,1961.10.00,NotDoc,Oct,1961,Unprovoked,YES
3649,1961.09.26,16,Afternoon,1961.09.26,26,Sep,1961,Provoked,NO
3650,1961.09.24.b,NoDoc,Afternoon,1961.09.24,24,Sep,1961,Unprovoked,YES
3651,1961.09.24.a,07,Morning,1961.09.24,24,Sep,1961,Provoked,NO
3652,1961.09.23,06,Morning,1961.09.23,23,Sep,1961,Unprovoked,NO
3653,1961.09.07,10,Morning,1961.09.07,07,Sep,1961,Unprovoked,NO
3654,1961.09.02.R,NoDoc,NotDoc,1961.09.02,02,Sep,1961,Provoked,NO
3655,1961.09.06,NoDoc,NotDoc,1961.09.06,06,Sep,1961,Invalid,YES
3656,1961.08.20,09,Morning,1961.08.20,20,Ago,1961,Unprovoked,NO
3657,1961.08.16,08,Morning,1961.08.16,16,Ago,1961,Unprovoked,NO
3658,1961.08.04,11,Morning,1961.08.04,04,Ago,1961,Unprovoked,NO
3659,1961.08.02,17,Sunset,1961.08.02,02,Ago,1961,Unprovoked,NO
3660,1961.08.01,NoDoc,NotDoc,1961.08.01,01,Ago,1961,Provoked,NO
3661,1961.07.29,14,Afternoon,1961.07.29,29,Jul,1961,Provoked,NO
3662,1961.07.16,NoDoc,NotDoc,1961.07.16,16,Jul,1961,Unprovoked,NO
3663,1961.07.07.b,NoDoc,NotDoc,1961.07.07,07,Jul,1961,Provoked,NO
3664,1961.07.00.b,14,Afternoon,1961.07.00,NotDoc,Jul,1961,Unprovoked,NO
3665,1961.07.00.a,NoDoc,NotDoc,1961.07.00,NotDoc,Jul,1961,Provoked,YES
3666,1961.06.24,09,Morning,1961.06.24,24,Jun,1961,Unprovoked,YES
3667,1961.06.18,NoDoc,Afternoon,1961.06.18,18,Jun,1961,Unprovoked,NO
3668,1961.06.06.R,NoDoc,NotDoc,1961.06.06,06,Jun,1961,Boat,NO
3669,1961.06.02,NoDoc,NotDoc,1961.06.02,02,Jun,1961,Unprovoked,NO
3670,1961.06.01,NoDoc,NotDoc,1961.06.01,01,Jun,1961,Provoked,NO
3671,1961.05.21,08,Morning,1961.05.21,21,May,1961,Unprovoked,NO
3672,1961.05.17,NoDoc,NotDoc,1961.05.17,17,May,1961,Unprovoked,NO
3673,1961.05.15,11,Morning,1961.05.15,15,May,1961,Unprovoked,NO
3674,1961.05.07,NoDoc,NotDoc,1961.05.07,07,May,1961,Provoked,NO
3675,1961.04.30,15,Afternoon,1961.04.30,30,Abr,1961,Invalid,NO
3676,1961.04.25,12,Afternoon,1961.04.25,25,Abr,1961,Provoked,NO
3677,1961.04.21,10,Morning,1961.04.21,21,Abr,1961,Unprovoked,NO
3678,1961.04.17,NoDoc,NotDoc,1961.04.17,17,Abr,1961,Provoked,NO
3679,1961.04.16.b,NoDoc,NotDoc,1961.04.16,16,Abr,1961,Unprovoked,NO
3680,1961.04.16.a,NoDoc,NotDoc,1961.04.16,16,Abr,1961,Provoked,NO
3681,1961.04.14,NoDoc,Night,1961.04.14,14,Abr,1961,Unprovoked,NO
3682,1961.04.09,11,Morning,1961.04.09,09,Abr,1961,Unprovoked,YES
3683,1961.04.08,NoDoc,NotDoc,1961.04.08,08,Abr,1961,Sea Disaster,YES
3684,1961.04.03,NoDoc,NotDoc,1961.04.03,03,Abr,1961,Unprovoked,NO
3685,1961.04.00,NoDoc,NotDoc,1961.04.00,NotDoc,Abr,1961,Provoked,NO
3686,1961.03.30,NoDoc,NotDoc,1961.03.30,30,Mar,1961,Unprovoked,NO
3687,1961.03.18,NoDoc,Afternoon,1961.03.18,18,Mar,1961,Unprovoked,NO
3688,1961.03.14,NoDoc,NotDoc,1961.03.14,14,Mar,1961,Provoked,NO
3689,1961.03.12,14,Afternoon,1961.03.12,12,Mar,1961,Unprovoked,NO
3690,1961.03.09,15,Afternoon,1961.03.09,09,Mar,1961,Unprovoked,NO
3691,1961.03.07,NoDoc,NotDoc,1961.03.07,07,Mar,1961,Provoked,NO
3692,1961.03.00,11,Morning,1961.03.00,NotDoc,Mar,1961,Unprovoked,NO
3693,1961.02.17.b,NoDoc,NotDoc,1961.02.17,17,Feb,1961,Provoked,NO
3694,1961.02.17.a,18,Sunset,1961.02.17,17,Feb,1961,Unprovoked,NO
3695,1961.02.16,NoDoc,NotDoc,1961.02.16,16,Feb,1961,Unprovoked,YES
3696,1961.02.12,NoDoc,Afternoon,1961.02.12,12,Feb,1961,Unprovoked,NO
3697,1961.02.01.b,14,Afternoon,1961.02.01,01,Feb,1961,Unprovoked,YES
3698,1961.02.01.a,NoDoc,NotDoc,1961.02.01,01,Feb,1961,Unprovoked,NO
